system:index,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Landsat_B1,Landsat_B10,Landsat_B11,Landsat_B2,Landsat_B3,Landsat_B4,Landsat_B5,Landsat_B6,Landsat_B7,Landsat_B8,Landsat_B9,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,Sentinel_B1,Sentinel_B10,Sentinel_B11,Sentinel_B12,Sentinel_B2,Sentinel_B3,Sentinel_B4,Sentinel_B5,Sentinel_B6,Sentinel_B7,Sentinel_B8,Sentinel_B8A,Sentinel_B9,lrad,prec,pres,shum,split,srad,temp,wind,.geo
0000000000000000186e,0,2,3391,-198,-24,-30,-99,58,31,-12,47,183,182,43,38,32,21,6,4,37,0,-5,-17,-1,3289,-92,-49,-53,-34,2,22,-13,3196,-182,-18,-34,-92,29,75,-11,0.0,1739.0,13.0,127.0,82.0,1562.0,1437.0,1213.0,1157.0,802.0,752.0,629.0,534.0,196.0,348.33334,0.15833445,101398.0,0.009814001,0.8087834328388624,156.5,289.02,2.3259974,"{""type"":""Point"",""coordinates"":[119.39719748503954,32.83930833596327]}"
00000000000000000dd7,0,203,-1230,-213,-1,6,-84,-8,46,5,33,194,193,27,24,19,67,47,28,20,0,38,-13,15,1881,73,-12,-7,-22,22,-3,-7,-855,-131,-50,9,-101,-8,49,3,4.9333572,1326.0,15.0,1719.5,933.5,993.5,862.5,572.0,910.0,1912.0,2109.5,2069.0,2286.5,662.0,351.33334,0.15833445,98770.664,0.009392668,0.3230242843950668,140.16667,288.73334,2.1306639,"{""type"":""Point"",""coordinates"":[114.73161329821278,31.698268967397006]}"
0000000000000000070a,1,56,243,-110,-7,31,-55,12,-30,0,40,198,197,34,26,26,49,45,35,28,0,31,-12,11,-151,55,-11,36,-13,23,40,0,-340,-76,-25,38,-62,37,17,1,3.8565588,1604.5,11.0,2180.0,1768.0,1648.0,1198.0,1103.0,1212.0,1533.0,1782.5,1967.0,2029.0,532.0,363.08334,0.22083445,99428.664,0.0110226665,0.32235882952415273,144.25,290.76666,3.1739974,"{""type"":""Point"",""coordinates"":[116.1331667276245,30.311359225844786]}"
000000000000000014c9,0,44,946,-72,-35,167,157,170,-113,-1,34,197,195,27,23,17,83,39,16,21,0,56,-17,22,-900,44,12,-157,-168,-89,73,2,231,-72,-67,168,103,84,-47,0,4.509333,1665.0,15.0,2089.0,1498.0,1417.5,1245.0,1262.0,1401.5,2119.0,2381.0,2222.0,2649.0,738.0,354.0,0.11750112,100920.664,0.009562667,0.6728022158755782,139.16667,289.19,2.192664,"{""type"":""Point"",""coordinates"":[114.87543714359062,32.976662025712564]}"
00000000000000001e33,1,47,906,-120,-29,46,23,33,-67,-2,37,198,195,32,28,29,63,52,40,30,0,34,-9,15,616,45,-2,-18,-36,-14,10,-2,-586,-95,-61,85,-4,28,-25,2,0.0,1627.5,15.0,2454.5,2085.0,1511.5,1371.5,1594.0,1686.0,2109.5,2320.0,2062.0,2413.5,637.5,354.0,0.11750112,100920.664,0.009562667,0.9235487043418676,139.16667,289.19,2.192664,"{""type"":""Point"",""coordinates"":[114.8183918638139,32.98223144292831]}"
0000000000000000197f,0,1,501,-152,-237,139,-38,-1,6,0,36,195,193,29,25,20,77,27,15,24,0,39,-18,16,141,163,90,-23,69,7,-13,-1,1100,-76,-197,91,-12,-18,12,-2,2.1653414,1603.0,22.0,1600.5,1268.5,1369.0,1228.0,1184.5,1277.5,1920.0,2096.0,2096.0,2229.5,1062.5,341.25,0.11750112,101478.664,0.009522,0.7523357330144785,161.16667,287.97998,2.8773305,"{""type"":""Point"",""coordinates"":[120.23199917055828,34.02032354547369]}"
00000000000000001982,0,1,2584,-138,-243,147,-4,33,-9,-7,35,194,192,29,24,18,78,30,13,21,0,44,-19,17,-1497,129,125,-31,61,-14,2,4,2453,-52,-208,93,0,12,15,-7,0.0,1643.0,20.5,1825.5,1493.0,1391.0,1287.0,1269.5,1445.5,2049.5,2237.5,2139.0,2350.0,1119.0,341.25,0.11750112,101478.664,0.009522,0.8581281457676059,161.16667,287.97998,2.8773305,"{""type"":""Point"",""coordinates"":[120.24538539192075,34.00990262631178]}"
0000000000000000198d,0,-2,119,-136,17,45,40,7,-60,0,35,198,196,29,27,24,56,38,21,25,0,35,-14,14,399,90,-44,-20,-44,-8,62,-2,136,-43,-26,32,60,-29,-18,0,0.0,1618.0,22.5,2024.0,1571.5,1429.0,1341.5,1329.0,1618.0,2291.5,2456.5,2440.5,2592.0,1163.0,341.25,0.11750112,101478.664,0.009522,0.5572224942008306,161.16667,287.97998,2.8773305,"{""type"":""Point"",""coordinates"":[120.2991041823116,34.009813444290714]}"
00000000000000001979,0,3,1830,-148,-197,163,18,13,-51,-4,34,195,193,27,23,17,92,30,14,21,0,48,-24,18,-783,137,115,-65,24,-11,1,1,1768,-71,-141,97,43,-39,-18,-5,1.4550279,1604.0,19.0,1665.0,939.0,1362.0,1248.0,1080.0,1461.0,2377.0,2783.0,2760.0,3073.0,1262.0,340.16666,0.11750112,101428.664,0.009471334,0.7569080023183459,162.08333,287.96667,2.3579974,"{""type"":""Point"",""coordinates"":[119.43681213879833,34.20789117218582]}"
0000000000000000061b,1,20,488,-134,-69,70,-21,48,-49,0,42,204,200,38,32,31,75,109,140,33,0,31,-6,12,-241,45,-17,-52,-67,21,-18,0,852,-64,-71,25,-50,48,-39,-2,1.8543341,1762.0,20.0,2340.0,2034.5,1625.0,1332.0,1360.0,1541.5,1730.5,1898.5,1896.5,2075.0,841.0,346.16666,0.11750112,101275.336,0.009668333,0.6794350153228946,158.58333,288.77667,2.636664,"{""type"":""Point"",""coordinates"":[117.62724650389526,33.17626476616797]}"
00000000000000001a6f,1,18,1240,-155,-90,84,-42,55,-42,-3,36,201,199,32,27,23,66,58,35,24,0,34,-11,13,-339,102,22,-92,-16,-15,3,0,1718,-71,-83,25,-63,52,-34,-5,1.4447435,1710.5,18.5,2005.0,1401.0,1394.5,1171.5,1064.5,1210.0,1715.5,1964.0,1944.0,2183.0,825.0,346.16666,0.11750112,101275.336,0.009668333,0.28289164528182476,158.58333,288.77667,2.636664,"{""type"":""Point"",""coordinates"":[117.64808388311802,33.17572521494049]}"
00000000000000000606,1,24,726,-82,-36,54,3,18,-27,-1,48,204,200,45,43,46,73,73,61,39,0,23,-7,10,610,1,-32,-27,-56,1,-38,-2,487,-52,-32,17,-15,22,-28,-1,3.3070333,1820.5,18.5,2421.5,2237.5,1972.5,1745.0,1868.0,1777.0,1954.0,2206.5,2308.5,2361.0,731.0,348.91666,0.11750112,101238.0,0.009830001,0.8114363826134224,156.08333,288.98666,2.602664,"{""type"":""Point"",""coordinates"":[117.15158527632207,32.8128970804237]}"
00000000000000001a7a,1,25,495,-94,12,26,35,5,-4,-1,47,197,194,44,38,36,36,25,21,34,0,15,-8,6,831,-16,-29,-17,-46,-4,-23,-3,606,-43,-17,15,7,7,-11,-1,2.992958,1952.0,19.0,1694.5,1426.0,1619.0,1449.5,1553.0,1430.0,1537.0,1637.0,1707.5,1715.5,667.5,345.41666,0.11750112,101196.664,0.009502334,0.43981392431167077,158.75,288.72333,2.544664,"{""type"":""Point"",""coordinates"":[117.31517185756879,33.31918787313301]}"
00000000000000001948,0,22,1091,-274,-25,45,-18,-39,29,-2,35,196,194,28,22,17,62,37,19,20,0,45,-16,19,169,160,-22,-28,42,59,-22,-1,187,-197,-44,-2,-4,-48,58,0,3.4885726,1564.0,17.0,1836.0,1143.0,1236.0,1013.0,859.0,1153.0,1812.0,2007.0,1958.0,2250.0,821.0,341.66666,0.11750112,101226.0,0.008972334,0.6744703993249807,162.91667,288.6133,1.9833306,"{""type"":""Point"",""coordinates"":[118.0879028564236,34.282090613715155]}"
0000000000000000061f,1,24,4440,-29,51,-108,-96,64,-41,-15,46,187,186,42,35,32,36,27,21,36,0,14,-13,5,1113,-26,-25,-33,-50,35,-17,-4,383,-51,-20,0,-16,6,-9,-1,2.9912808,1740.5,17.0,1263.0,1049.5,1520.5,1373.0,1263.5,1257.0,1439.0,1496.5,1706.5,1541.5,521.0,347.91666,0.11750112,101207.336,0.009769,0.9636357886255786,156.66667,288.88333,2.6233306,"{""type"":""Point"",""coordinates"":[117.19677380639769,32.958874671610374]}"
00000000000000001960,0,5,200,-189,-62,69,-59,19,3,0,37,197,195,30,26,21,71,42,23,22,0,38,-16,14,310,108,2,-32,34,-22,3,-1,-243,-102,-77,43,-28,-25,24,1,1.8543341,1572.0,20.0,2069.0,1322.0,1229.0,1035.0,1109.0,1274.0,1879.0,2136.0,2158.0,2405.0,1027.0,340.33334,0.11750112,101422.664,0.009392333,0.5619856575931326,162.33333,288.06332,2.2333305,"{""type"":""Point"",""coordinates"":[119.02565180796329,34.20932700272504]}"
00000000000000001b57,1,23,530,-130,-84,114,21,45,-68,0,38,204,201,35,34,33,78,60,41,45,0,33,-11,13,-165,80,-9,-49,-40,10,16,0,780,-48,-81,56,-13,17,-14,-1,3.4618015,1717.0,15.0,2122.0,1634.0,1640.0,1623.0,1671.0,1598.0,1992.0,2215.0,2338.0,2281.0,722.0,344.58334,0.11750112,101180.0,0.009353001,0.40221534718178953,159.41667,288.7333,2.4139972,"{""type"":""Point"",""coordinates"":[117.48809579642142,33.574128057661675]}"
00000000000000000a44,1,12,2459,-164,-99,74,-68,35,-27,-7,37,195,194,33,29,26,66,48,34,29,0,36,-15,14,-507,138,-1,-38,32,-1,-12,1,2456,-74,-115,39,-27,-9,-7,-7,0.92740995,1633.0,20.5,2189.5,1786.5,1408.0,1315.0,1459.0,1517.5,1743.5,1997.5,2086.0,2264.0,965.5,343.58334,0.11750112,101316.0,0.009591667,0.2921478578523129,158.08333,288.37668,2.3699973,"{""type"":""Point"",""coordinates"":[118.81059382325662,33.626232653471185]}"
000000000000000018f7,0,9,1712,-202,-168,123,24,3,-17,-4,34,195,193,28,24,19,81,36,18,21,0,46,-20,17,1045,155,63,-50,-19,-20,-27,-4,1350,-123,-153,85,41,-57,32,-3,3.3369596,1630.0,18.0,1817.0,1323.0,1343.0,1198.0,1192.0,1463.0,1845.5,2100.5,2044.0,2259.5,969.0,343.58334,0.11750112,101316.0,0.009591667,0.351597186248522,158.08333,288.37668,2.3699973,"{""type"":""Point"",""coordinates"":[118.87347606631232,33.602965064174306]}"
00000000000000000759,1,22,55,-160,4,16,-31,44,-27,1,36,202,200,32,29,27,78,58,39,32,0,35,-11,14,-387,104,-15,-67,-16,-52,3,0,-114,-77,-41,9,-63,49,-40,1,2.1605134,1691.0,18.5,2593.0,1870.5,1486.5,1373.0,1391.5,1532.0,2000.0,2286.5,2232.0,2476.0,742.0,345.58334,0.11750112,101200.664,0.009569,0.4941956880100077,158.75,288.71332,2.5886638,"{""type"":""Point"",""coordinates"":[117.43042178339614,33.29538073260867]}"
0000000000000000070e,1,30,271,-196,-48,76,44,15,-30,0,34,200,198,28,24,19,68,42,24,24,0,39,-17,15,-312,163,10,-60,-112,-40,34,0,-975,-111,-43,39,-4,-26,-3,4,0.92740995,1609.5,16.5,2188.0,1701.5,1458.0,1369.0,1305.0,1487.5,1767.0,2156.5,2061.0,2276.0,750.0,353.58334,0.11750112,101124.0,0.010021667,0.2518823194177915,144.58333,289.12665,2.4106638,"{""type"":""Point"",""coordinates"":[115.9431733499393,32.72737598131967]}"
000000000000000017f7,0,31,1332,-46,-34,135,67,46,-131,-3,35,203,199,29,23,17,83,45,21,20,0,47,-20,17,-1832,63,-10,-95,-118,-75,106,5,173,-4,-26,93,8,-6,-78,0,2.8800719,1606.0,18.0,1708.0,944.0,1267.0,1106.0,980.0,1165.0,2023.0,2344.0,2424.0,2726.0,969.0,353.58334,0.11750112,101124.0,0.010021667,0.3728236989614624,144.58333,289.12665,2.4106638,"{""type"":""Point"",""coordinates"":[115.9080490109413,32.77965894117133]}"
00000000000000001abd,1,30,388,-155,-43,65,43,-1,-40,0,36,202,199,31,28,27,59,46,34,29,0,33,-16,13,-942,135,2,-46,-87,-46,34,2,-610,-82,-41,39,-5,-27,-14,2,1.1030478,1677.0,16.0,2103.0,1517.5,1556.5,1424.5,1592.0,1530.5,1963.5,2318.0,2356.5,2400.5,783.0,353.58334,0.11750112,101124.0,0.010021667,0.3091723015970127,144.58333,289.12665,2.4106638,"{""type"":""Point"",""coordinates"":[115.94308416791822,32.78172350495906]}"
00000000000000001544,0,266,546,-127,-8,0,-14,-15,-7,0,34,184,184,27,21,14,40,16,7,18,0,36,-17,11,1469,-14,-49,-34,-39,-6,23,-6,-732,-32,-1,2,23,-12,-64,3,22.551144,1226.5,10.0,749.0,286.0,896.0,676.0,430.0,597.0,1197.5,1438.0,1568.0,1585.5,519.0,373.41666,0.3025011,98174.664,0.013112334,0.766533509293136,139.33333,292.03,4.2993307,"{""type"":""Point"",""coordinates"":[117.90105314498103,29.74649814079847]}"
00000000000000000102,1,49,-431,-124,-44,98,19,54,-63,2,35,198,196,30,25,21,78,43,26,21,0,42,-15,17,486,41,8,-79,-37,15,29,-2,-338,-82,-48,80,-1,28,-19,2,3.387395,1726.5,17.0,1949.0,1495.0,1415.0,1279.0,1222.0,1420.5,2044.5,2410.0,2209.5,2554.0,711.0,340.0,0.08166778,100918.0,0.008541334,0.698563325647022,156.33333,288.12,2.1213305,"{""type"":""Point"",""coordinates"":[115.85594887423284,34.868872639540214]}"
000000000000000001e2,1,51,-363,-181,-33,29,-41,15,-15,2,35,199,197,30,25,22,61,45,29,24,0,33,-13,13,575,83,-8,-21,10,23,-6,-2,-458,-122,-45,32,-39,1,12,2,2.4405699,1713.0,15.0,1801.0,1258.5,1418.0,1287.5,1216.5,1286.5,1877.5,2202.5,2270.0,2316.0,653.0,340.0,0.08166778,100918.0,0.008541334,0.5641311543211015,156.33333,288.12,2.1213305,"{""type"":""Point"",""coordinates"":[115.86097874022114,34.801945991829044]}"
0000000000000000033f,1,48,-386,-145,-26,52,8,41,-36,2,36,199,196,30,27,28,68,50,35,24,0,34,-12,14,723,72,-4,-40,-23,18,8,-3,-247,-99,-38,46,-10,15,-4,1,1.4619522,1740.5,15.0,2211.0,1728.5,1479.5,1303.5,1302.5,1478.5,2127.0,2446.0,2282.0,2595.5,667.0,340.0,0.08166778,100918.0,0.008541334,0.6944680502241163,156.33333,288.12,2.1213305,"{""type"":""Point"",""coordinates"":[115.8582809840838,34.87129839051329]}"
00000000000000000420,1,48,-119,-113,-26,39,8,37,-30,1,40,202,199,36,34,38,72,71,56,37,0,29,-9,13,740,57,-11,-24,-34,18,14,-2,-127,-73,-29,30,-9,17,-1,1,1.8543341,1767.0,15.0,2539.0,2224.0,1595.0,1442.0,1530.0,1722.0,2002.0,2298.0,2156.0,2488.0,692.0,340.0,0.08166778,100918.0,0.008541334,0.4461155824826626,156.33333,288.12,2.1213305,"{""type"":""Point"",""coordinates"":[115.85415185650831,34.87686780772905]}"
00000000000000001cbd,1,49,1163,-127,-26,62,6,38,-64,-3,43,204,200,37,34,35,67,65,55,34,0,30,-7,13,-1212,63,17,-20,-51,-29,-7,4,-380,-62,-15,14,6,-3,-33,2,0.0,1739.5,16.0,2355.5,1974.5,1453.0,1364.0,1415.0,1588.5,2010.5,2241.0,2111.5,2375.0,650.5,342.0,0.08166778,100935.336,0.008640001,0.8023538799317249,158.08333,288.52,2.0033307,"{""type"":""Point"",""coordinates"":[116.21670798586084,34.3865673513974]}"
00000000000000001e5a,1,48,1564,-121,-24,52,5,13,-36,-4,40,204,199,35,34,36,65,71,61,35,0,27,-6,12,-1752,42,5,-24,-38,-34,2,5,-141,-60,-17,15,5,-17,-22,1,2.2466881,1707.5,15.5,2472.5,2208.5,1535.0,1365.5,1571.0,1585.0,1941.5,2114.0,2126.0,2207.5,643.0,342.0,0.08166778,100935.336,0.008640001,0.8829783834023213,158.08333,288.52,2.0033307,"{""type"":""Point"",""coordinates"":[116.26953049693996,34.38827072799982]}"
00000000000000001e76,1,48,1351,-136,-21,53,-5,20,-47,-3,39,201,199,34,29,29,66,53,39,28,0,31,-10,12,-614,64,10,-24,-38,-30,-10,1,-326,-66,-23,19,-7,-8,-30,1,2.4281526,1651.0,15.0,2205.0,1902.0,1443.0,1296.0,1397.0,1593.0,1951.0,2114.0,2136.0,2202.0,652.0,342.0,0.08166778,100935.336,0.008640001,0.44409808275968443,158.08333,288.52,2.0033307,"{""type"":""Point"",""coordinates"":[116.2662976486762,34.30509065694884]}"
00000000000000001e82,1,47,261,-217,4,18,-9,-23,-40,0,37,199,195,32,27,21,79,41,20,25,0,43,-13,17,-629,106,12,-19,-33,-25,11,1,-426,-86,-19,1,-22,-30,-41,2,2.9978588,1630.0,15.0,2267.0,1775.0,1694.0,1587.0,1985.0,1624.0,2260.0,2437.0,2738.0,2648.0,711.0,342.0,0.08166778,100935.336,0.008640001,0.9060257291032632,158.08333,288.52,2.0033307,"{""type"":""Point"",""coordinates"":[116.24069349042729,34.32970043566281]}"
00000000000000001f09,1,48,1145,-155,-18,49,-25,-3,-46,-2,37,202,199,33,30,30,79,61,41,33,0,36,-11,15,-1333,97,14,-17,-22,-35,0,4,-871,-75,-11,0,-11,-37,-29,3,0.92740995,1626.0,14.5,2440.5,1957.0,1510.0,1453.0,1557.5,1724.0,2204.0,2481.5,2292.5,2732.0,652.0,342.0,0.08166778,100935.336,0.008640001,0.9617818611531457,158.08333,288.52,2.0033307,"{""type"":""Point"",""coordinates"":[116.29396637071284,34.36743334877706]}"
00000000000000001177,0,146,-254,-128,-47,57,16,-5,-34,1,42,203,200,38,35,35,70,48,32,28,0,32,-12,13,-199,75,18,1,-32,21,9,0,198,-91,-53,60,0,-24,-15,0,3.469038,1623.5,15.5,1872.0,1073.5,1326.0,1129.0,969.5,1133.5,2006.0,2468.0,2458.0,2699.0,547.0,348.0,0.08166778,99518.664,0.008571668,0.519706617382929,143.16667,288.84332,2.4393306,"{""type"":""Point"",""coordinates"":[112.8940222131888,33.76798747596023]}"
00000000000000000063,1,97,171,-108,-16,24,-5,11,-37,0,48,203,200,44,40,41,64,54,43,39,0,22,-9,9,-473,13,20,-22,-15,-5,30,1,303,-68,-15,4,-13,-1,-18,0,3.0016541,1920.0,24.0,2183.0,1700.0,1668.0,1596.0,1650.0,1772.0,2153.0,2309.0,2252.0,2330.0,508.0,348.0,0.08166778,100370.664,0.008344,0.903358031345879,150.91667,289.79333,1.9479972,"{""type"":""Point"",""coordinates"":[113.40642197434131,35.072430602630014]}"
00000000000000001e9b,1,93,-512,-126,-29,42,-12,-15,-14,2,47,204,200,43,39,40,64,52,40,40,0,24,-10,9,-275,36,8,-7,4,-2,16,0,-442,-68,-19,-2,-31,-10,-6,2,0.92740995,1760.0,15.0,1746.0,1395.0,1533.0,1480.0,1373.0,1478.0,2067.0,2259.0,2155.0,2231.0,584.0,348.0,0.08166778,100370.664,0.008344,0.8560508591557257,150.91667,289.79333,1.9479972,"{""type"":""Point"",""coordinates"":[113.4214223902851,35.0637175191716]}"
000000000000000014ce,0,114,1622,-65,-17,37,58,87,-150,-4,37,200,196,31,26,21,78,50,21,24,0,43,-13,16,-810,2,20,-50,-71,-54,99,2,842,-52,-11,48,42,29,-104,-1,2.3851707,1771.5,16.0,1778.0,1362.0,1480.0,1293.0,1233.0,1377.0,2042.0,2334.0,2043.0,2586.5,572.0,356.0,0.08166778,100051.336,0.009439001,0.9510465635925681,138.0,289.43332,2.3259974,"{""type"":""Point"",""coordinates"":[112.11158821044171,32.48034178295877]}"
0000000000000000008d,1,44,234,-146,-19,48,-19,18,-44,0,35,202,198,30,28,25,68,49,34,21,0,33,-13,14,-1154,105,8,-14,-22,-61,6,3,-780,-82,-32,32,-26,-11,-18,3,1.8543341,1694.0,16.0,2035.0,1599.0,1401.0,1244.0,1258.0,1583.0,2105.0,2446.0,2209.0,2521.0,666.0,342.25,0.08166778,100994.664,0.008698001,0.8484401625299577,160.0,288.66333,1.9713306,"{""type"":""Point"",""coordinates"":[116.53399532131877,34.2380748272166]}"
00000000000000001431,0,41,205,24,-5,149,77,54,-203,1,42,202,200,38,35,39,75,66,57,37,0,52,-17,21,-129,-30,3,-98,-153,-71,138,0,-1362,39,-6,80,51,17,-136,6,1.8543341,1633.0,16.0,1841.0,1140.0,1439.0,1292.0,1141.0,1465.0,2390.0,2763.0,2715.0,3173.0,918.0,342.25,0.08166778,100994.664,0.008698001,0.7772231059551167,160.0,288.66333,1.9713306,"{""type"":""Point"",""coordinates"":[116.50668778646747,34.27068423322045]}"
00000000000000001d10,1,42,385,-143,-14,48,-20,8,-32,0,35,199,194,30,26,24,78,57,33,25,0,35,-11,14,-1295,92,1,-7,-16,-49,8,4,-769,-82,-38,29,-36,-11,-16,3,1.1219592,1641.0,15.0,2101.0,1584.0,1372.0,1186.0,1363.0,1346.0,1894.0,2079.0,2097.0,2254.0,692.0,342.25,0.08166778,100994.664,0.008698001,0.8626153654722384,160.0,288.66333,1.9713306,"{""type"":""Point"",""coordinates"":[116.55061439094497,34.252446509911856]}"
00000000000000001f0b,1,40,619,-174,-12,44,-20,4,-48,0,34,201,197,28,24,20,79,47,28,18,0,38,-13,15,-1638,119,0,-30,-32,-52,3,5,-1185,-99,-27,31,-23,-18,-23,5,2.4265993,1663.0,15.0,2144.0,1642.0,1460.0,1459.0,1469.0,1538.0,2247.0,2513.0,2630.0,2840.0,769.0,342.25,0.08166778,100994.664,0.008698001,0.8338589496616975,160.0,288.66333,1.9713306,"{""type"":""Point"",""coordinates"":[116.56579763003198,34.24193640872888]}"
00000000000000001ce1,1,111,-588,-62,-11,19,15,33,-27,2,48,203,201,43,37,42,52,54,44,37,0,16,-8,6,-12,22,10,14,-6,-23,39,0,-206,-34,-2,7,-4,7,-4,1,1.8543341,2088.0,16.0,1722.0,1482.0,1562.0,1282.0,1284.0,1643.0,1656.0,1725.0,1249.0,1747.0,497.0,348.25,0.08166778,100203.336,0.008523667,0.4834454401201862,152.16667,289.82666,2.0899973,"{""type"":""Point"",""coordinates"":[113.07449095102386,34.9358840101714]}"
00000000000000000444,1,129,945,-126,22,14,-73,55,-35,-2,41,203,201,38,39,43,70,71,57,43,0,21,-6,10,-518,28,-23,-8,68,8,25,1,400,-68,-10,10,-30,15,3,0,0.0,1757.0,22.0,2418.0,2086.0,1465.0,1358.0,1508.0,1784.0,2094.0,2220.0,2085.0,2312.0,1079.0,330.5,0.08166778,100082.664,0.008261668,0.6104867015239783,167.25,287.16,2.122664,"{""type"":""Point"",""coordinates"":[118.97714124760282,35.214720517245475]}"
00000000000000000b93,0,119,-329,-153,36,27,-112,125,-83,2,39,203,200,36,39,49,84,83,68,42,0,34,-9,16,561,53,-31,-15,76,-39,63,-2,-1169,-70,-7,20,-43,64,-23,4,3.586468,1676.0,20.0,2901.0,2114.0,1415.0,1338.0,1586.0,1811.0,2374.0,2574.0,2440.0,2728.0,1000.0,330.5,0.08166778,100082.664,0.008261668,0.9075181322928876,167.25,287.16,2.122664,"{""type"":""Point"",""coordinates"":[118.98082446507294,35.207987274654776]}"
000000000000000004b3,1,168,793,-165,30,8,-99,61,-41,-1,43,204,201,40,39,42,68,62,51,39,0,22,-7,10,-2296,38,-39,-7,44,-4,58,7,-466,-105,-12,16,-58,25,8,2,6.286276,1677.0,21.0,2073.0,1753.0,1467.0,1387.0,1428.0,1579.0,1853.0,2076.0,2030.0,2126.0,832.0,334.5,0.08166778,99864.0,0.008062,0.2654481173606834,165.25,287.97998,1.7513306,"{""type"":""Point"",""coordinates"":[117.93986070144919,35.056351084231295]}"
00000000000000001cf2,1,59,1126,-126,-1,1,-21,17,-27,-3,40,194,193,35,29,28,47,49,40,29,0,25,-8,11,-1302,5,-26,27,-3,75,44,4,916,-108,-15,39,-36,24,-17,-2,1.1251476,1807.0,19.0,2178.0,1869.0,1522.0,1338.0,1350.0,1504.0,1818.0,2007.0,1801.0,2065.0,793.0,344.5,0.08166778,100795.336,0.008674334,0.9797072152669479,151.0,288.62332,2.1859972,"{""type"":""Point"",""coordinates"":[115.31731622158291,34.49014335066684]}"
00000000000000001d9e,1,56,229,-160,-7,35,-14,45,-39,0,39,200,197,33,30,30,72,58,40,31,0,32,-11,15,-1315,34,-22,17,15,30,66,4,9,-137,-18,65,-26,43,-20,0,1.8543341,1793.0,18.0,2189.0,1869.0,1544.0,1461.0,1555.0,1648.0,2081.0,2229.0,2280.0,2267.0,757.0,344.5,0.08166778,100795.336,0.008674334,0.5277826010889454,151.0,288.62332,2.1859972,"{""type"":""Point"",""coordinates"":[115.39861455198935,34.420790951982596]}"
00000000000000001dcc,1,60,1033,-186,11,29,-18,36,-37,-2,36,198,195,30,25,24,65,53,36,25,0,36,-13,15,-1626,16,4,1,-15,73,50,5,-40,-133,-35,71,-36,44,-22,1,2.4314394,1747.0,17.0,2064.0,1601.0,1523.0,1371.0,1366.0,1437.0,1869.0,2087.0,2081.0,2226.0,884.0,344.5,0.08166778,100795.336,0.008674334,0.4682452664157173,151.0,288.62332,2.1859972,"{""type"":""Point"",""coordinates"":[115.36609432800655,34.437682026773054]}"
00000000000000000f2a,0,127,-1932,-21,35,67,48,73,-132,8,38,202,199,31,27,25,71,57,35,25,0,41,-14,15,643,-53,10,-45,-57,-5,85,-2,-1178,-10,37,43,3,19,-83,5,2.4228435,1679.0,19.0,2065.0,1480.0,1437.0,1392.0,1511.0,1633.0,2167.0,2578.0,2443.0,2735.0,636.0,348.75,0.08166778,100130.664,0.0084856665,0.2787064921856284,143.66667,289.08,2.3126638,"{""type"":""Point"",""coordinates"":[113.40588242311385,34.08850320058087]}"
000000000000000011eb,0,147,1673,-45,1,55,84,76,-141,-4,45,204,200,41,38,41,84,78,58,38,0,45,-13,16,-2239,-5,29,-34,-64,-31,80,7,1937,-17,-11,55,47,1,-78,-5,2.1581337,1758.0,17.0,2435.5,1870.5,1495.0,1390.0,1438.5,1663.5,2371.0,2557.0,2487.5,2697.5,726.0,350.75,0.08166778,99516.0,0.008956334,0.38255771045003417,140.33333,288.83334,2.4833305,"{""type"":""Point"",""coordinates"":[112.22172354736077,32.926265265606524]}"
000000000000000009b5,1,103,1219,-179,-23,-8,-21,38,-45,-2,43,202,199,38,32,28,65,39,24,29,0,39,-11,16,-1040,65,14,24,-21,-41,14,3,1275,-156,-10,11,-53,27,-55,-3,2.1566842,1750.0,16.0,1863.0,1295.0,1551.0,1403.0,1337.0,1287.0,2049.0,2164.0,1997.0,2178.0,546.0,356.75,0.08166778,100164.0,0.0092423335,0.8510947221756322,137.41667,289.65668,2.5513306,"{""type"":""Point"",""coordinates"":[112.58311585133835,32.6976426954953]}"
000000000000000009e4,1,103,387,-182,-2,-26,5,31,-37,0,39,200,197,34,30,28,60,46,33,30,1,35,-9,15,-454,45,18,10,-32,-33,-1,1,667,-145,-6,0,-37,23,-36,-1,0.92740995,1801.0,14.0,1809.0,1346.0,1496.0,1293.0,1167.0,1325.0,2020.0,2152.0,2241.0,2236.0,511.0,356.75,0.08166778,100164.0,0.0092423335,0.7178769220731815,137.41667,289.65668,2.5513306,"{""type"":""Point"",""coordinates"":[112.53666985476565,32.66188962324877]}"
